english,banjara,pos,ipa,telugu,hindi,source
బురద,/kicaldo/,adj.,mud,नमी; तरी,కీచ్ కూంద్ మత్.,telugu_banjara_dictionary_master_file.docx
కిటికీ,/kidiki/,n.,window,खिड़की,,telugu_banjara_dictionary_master_file.docx
ఏర్పరచిన,/kidejako/,adj.,select,चयनित; नियुक्त,,telugu_banjara_dictionary_master_file.docx
చేసిన / వాడినది,/kidojako/,adj./n.,manufactured / used one,बनाया हुआ; प्रयुक्त,,telugu_banjara_dictionary_master_file.docx
ఆడ తొండ,/kirkindi/,n.,female lizard,छिपकली (स्त्री.),,telugu_banjara_dictionary_master_file.docx
మగ తొండ / తొండ,/kirkindo/,n.,male lizard,गिरगिट,,telugu_banjara_dictionary_master_file.docx
టక్కరి,/kilādi/,n.,cunning,चालाक; धूर्त,,telugu_banjara_dictionary_master_file.docx
పురుగు,/kidā/,n.,insect,कीड़ा; कीट,,telugu_banjara_dictionary_master_file.docx
చీమ,/kidi/,n.,ant,चींटी,,telugu_banjara_dictionary_master_file.docx
బురద / చిత్తడి,/kinc/,n.,morass,कीचड़,,telugu_banjara_dictionary_master_file.docx
బురద నేల,/kiñcēvāl jammi/,n.,muddy soil,कीचड़ भरी जमीन,,telugu_banjara_dictionary_master_file.docx
గీత,/kir/,n.,line,लकीर; रेखा,,telugu_banjara_dictionary_master_file.docx
కోళ్ళ పోట్లాట,/kukkad bāttu/,n.,cock fighting,मुर्गों की लड़ाई,,telugu_banjara_dictionary_master_file.docx
చేదు / వగరు,/kudi/,adj./n.,bitter / acrid,कड़वा; कसैलापन,,telugu_banjara_dictionary_master_file.docx
ఏదైనా,/kunasiti/,adv.,anything,कोई भी चीज,,telugu_banjara_dictionary_master_file.docx
ఎవరైనా,/kuniti/,pron.,anyone,कोई भी; किसी को,,telugu_banjara_dictionary_master_file.docx
దూకడం / గెంతడం,/kudēro/,n.,jump,कूद; उछल,,telugu_banjara_dictionary_master_file.docx
ఎలా,/kunkan/,pron.,how,कैसा,,telugu_banjara_dictionary_master_file.docx
తాళం చెవి,/kunji/,n.,lock / key,ताला; कुंजी,,telugu_banjara_dictionary_master_file.docx
ఎలాగైనా,/kuyimti/,adv.,anyhow,किसी भी तरह,,telugu_banjara_dictionary_master_file.docx
కుర్చీ,/kurci/,n.,chair,कुर्सी,,telugu_banjara_dictionary_master_file.docx
చెరుపు / కూల్చు / చేర్పు / తుడువు,/kulā/,v.,damage / demolish / augment / brush,हानि; अहित; साफ़,,telugu_banjara_dictionary_master_file.docx
కుష్టు రోగం,/kusti/,n.,leprosy,कुष्ठ रोग,,telugu_banjara_dictionary_master_file.docx
ఎలా పడితే అలా,/kumvajum/,adv.,haphazardly,अस्त-व्यस्त,,telugu_banjara_dictionary_master_file.docx
కన్య,/kumvāri/,n.,unmarried girl,कुंवारी; कन्या,,telugu_banjara_dictionary_master_file.docx
పెళ్ళి కాని అబ్బాయి,/kumvārō/,n.,unmarried man,कुंवारा,,telugu_banjara_dictionary_master_file.docx
దంచు,/kūt/,v.,pound,कूटना,,telugu_banjara_dictionary_master_file.docx
కొట్టుకుపోయింది,/kutlēgo/,n.,flooded,बाढ़ में बह गया,,telugu_banjara_dictionary_master_file.docx
ఎవరు,/kūn/,pron.,who,कौन,,telugu_banjara_dictionary_master_file.docx
దుముకు / కూదు,/kud/,v.,jump,कूदना,,telugu_banjara_dictionary_master_file.docx
చిందు వేయు,/kūdām/,v.,let's jump with happy,ख़ुशी से नाचना,,telugu_banjara_dictionary_master_file.docx
చక్కని / స్పష్టంగా / సమతలం,/kūb āc/,adj./adv./n.,nice / clearly / flat,अच्छा; साफ़; समतल,,telugu_banjara_dictionary_master_file.docx
గూనివాడు,/kūbdo/,n.,hunch / humpback,कूबड़ वाला,,telugu_banjara_dictionary_master_file.docx
తప్పకుండా,/kūmyiti/,adv.,compulsory,ज़रूर; अनिवार्य,,telugu_banjara_dictionary_master_file.docx
కృష్ణా నది,/krsnā nandi/,n. prop.,Krishna river,कृष्णा नदी,,telugu_banjara_dictionary_master_file.docx
చాటించు,/kera/,v.,making someone tell,प्रकट करना; घोषणा करना,,telugu_banjara_dictionary_master_file.docx
దూడ (ఆడ),/keldi/,n.,female calf,बछिया,,telugu_banjara_dictionary_master_file.docx
అనుకోవడం,/kelero/,n.,thinking about,सोचना; विचारना,,telugu_banjara_dictionary_master_file.docx
చెప్పుతూనే ఉండు,/kevukar/,v.,keep telling,बताते रहना,,telugu_banjara_dictionary_master_file.docx
చెప్పినది,/kējakā/,adj.,that which was told,कहा हुआ,,telugu_banjara_dictionary_master_file.docx
ఎవరితోనైనా,/kētivatōyi/,pron.,anybody,किसी के भी साथ,,telugu_banjara_dictionary_master_file.docx
ఎవరైనా,/keniti/,pron.,anyone,कोई भी,,telugu_banjara_dictionary_master_file.docx
చెప్పి పంపు,/kemel/,v.,send after telling,कहकर भेजना,,telugu_banjara_dictionary_master_file.docx
ఎవరిది,/kēr/,pron.,whose,किसका,,telugu_banjara_dictionary_master_file.docx
చెప్పుతున్నాడు,/kērā/,v.,telling,कह रहा है,,telugu_banjara_dictionary_master_file.docx
సరస్సు / జలాశయం / వెల్లడించు / ఆజ్ఞ,/kūnd/,n./v.,lake / reservoir / disclose / command,तालाब; सरोवर; प्रकट; आज्ञा,,telugu_banjara_dictionary_master_file.docx
బావి / కోనేరు,/kiyo/,n.,well,कुआँ; बावडी,,telugu_banjara_dictionary_master_file.docx
కూలింది,/kūlgā/,v.,collapsed,ढह गया; गिर गया,,telugu_banjara_dictionary_master_file.docx
కూలీ,/kūli/,n.,labour,मजदूरी,,telugu_banjara_dictionary_master_file.docx
ఎలా / ఎట్లా,/kūm/,pron.,how,कैसे,,telugu_banjara_dictionary_master_file.docx
ఎట్లైనా,/kūmyiti/,pron.,anyhow,कैसे भी,,telugu_banjara_dictionary_master_file.docx
దూడ,/keldā/,n.,calf,बछड़ा,,telugu_banjara_dictionary_master_file.docx
ఆలోచించు / నిర్ణయము,/keler/,v./n.,thinking / decision,सोच; निर्णय,,telugu_banjara_dictionary_master_file.docx
కేళా,/kēlā/,n.,banana,केला,కేళార్ పానేమా దాడి దళియా ఖావుచుఁ.,telugu_banjara_dictionary_master_file.docx
కేవి,/kēvdi/,v./adv.,to where,किधर,తూ కేవి జారొ.,telugu_banjara_dictionary_master_file.docx
కేవాళో,/kēvālāl/,pron./n.,teller,बतानेवाला,సిపాయినఁ కామ్ కేవాళో ఆద్మీ.,telugu_banjara_dictionary_master_file.docx
కొచర్,/kocar/,n.,pinch,खुटक; नोच,జీవేపర్ కొచర్.,telugu_banjara_dictionary_master_file.docx
కొట్రొ,/kotro/,n.,rice bowl,अन्न पात्र,కొట్రెమా ధాన్ ఘాల్.,telugu_banjara_dictionary_master_file.docx
కొడ్చి,/kodci/,n.,ladle,करछुल,కొడ్చోతి నొంగ్వాణ్ ఘాల్.,telugu_banjara_dictionary_master_file.docx
కొడియా,/kodiyā/,n.,spider,मकडी,జూనో ఘరేమా కొడియార్ తార్ వేజా.,telugu_banjara_dictionary_master_file.docx
కొతడ్ని,/kotadni/,n.,scissor,कैंची,టొకడానఁ కాటేనఁ కొతడ్ని కామఁరఁచం.,telugu_banjara_dictionary_master_file.docx
కొతర్,/kotar/,v.,cut,काटना,కొతడ్నితి కొతర్.,telugu_banjara_dictionary_master_file.docx
కొత్రా,/kotrā/,n.,dog,कुत्ता,కొత్రా పాళజకొ జీవ్స్.,telugu_banjara_dictionary_master_file.docx
కొత్రి,/kotri/,n.,bitch (female dog),कुतिया,...,telugu_banjara_dictionary_master_file.docx
కొనానఁ,/konānam/,adv.,at the end,अंत में,కొనానఁ బ్యాటోచఁ.,telugu_banjara_dictionary_master_file.docx
కొనారో,/konāro/,n.,remote place,एकांत स्थान,...,telugu_banjara_dictionary_master_file.docx
కొనొరా,/konorā/,n.,edge; bank,किनारा; छोर,...,telugu_banjara_dictionary_master_file.docx
కొర్చొ,/korco/,n.,ladle; big spoon,करछुल,కొర్చొతి ధాన్ ఘాల్.,telugu_banjara_dictionary_master_file.docx
కొర్రార్ దళ్యా,/korrār dalyā/,n.,ragi porridge,रागी की कांजी,పేనా కొర్రార్ దళ్యా పితేతే.,telugu_banjara_dictionary_master_file.docx
కొరాడి,/korādi/,n.,axe,कुल्हाडी,కొరాడితి లక్షీ కాటఁచఁ.,telugu_banjara_dictionary_master_file.docx
కొల్డా,/koldā/,n.,bracelet; kankanam,कडा; कंगन,మనఁ హాతేమా సోనేర్ కొల్డా ఛఁ.,telugu_banjara_dictionary_master_file.docx
కొల్మి,/kolmi/,n.,smelting furnace,भट्टी,...,telugu_banjara_dictionary_master_file.docx
కొల్యా,/kolyā/,n.,charcoal,कोयला,లక్డ్ బాళన్ కొల్యా కర్నాకొ.,telugu_banjara_dictionary_master_file.docx
కొళో,/koljā/,n.,liver,यकृत; जिगर,...,telugu_banjara_dictionary_master_file.docx
కొశారి,/kośāri/,n.,cockroach; insect,कीडा मकोडा; कीटक,...,telugu_banjara_dictionary_master_file.docx
కొసాన్,/kosān/,adv.,eventually,आखिरकार,కొసాన్ జాన్ హూబో వేరోచఁ.,telugu_banjara_dictionary_master_file.docx
కోటు,/kõt/,n.,coat,कोट,మరద్ మాన ఝగ్లాపరేన్ ప్యారఁజకొలతొక్షా.,telugu_banjara_dictionary_master_file.docx
కొల్లి,/kötli/,n.,bag,थैला; झोला,కొల్లి లా.,telugu_banjara_dictionary_master_file.docx
కొని,/köni/,adv.,not,नहीं,అత్రాజ్ కోని అజ్జి అస్మాన్ ఛఁ.,telugu_banjara_dictionary_master_file.docx
కోబల్,/kobal/,n. prop.,cuckoo,कोयल,...,telugu_banjara_dictionary_master_file.docx
కోబ్లి,/köbli/,n.,mumps,गलसुआ,లండీమా కోబ్లి వేగి.,telugu_banjara_dictionary_master_file.docx
కోల,/kāla/,n.,torch,मशाल,తాండేవుమా హోళీర్ ఆంగఁ నవ్ దాడ్ కోలా బాళఁచఁ.,telugu_banjara_dictionary_master_file.docx
కోల్డా,/köldā/,n.,bracelet,कडा,...,telugu_banjara_dictionary_master_file.docx
కోల్డి,/kōldi/,n.,water container,बडा जल पात्र,...,telugu_banjara_dictionary_master_file.docx
కోశిశ్,/kōśiś/,n.,effort,प्रयत्न; कोशिश,తార్ కోశిశ్ వారు చఁ.,telugu_banjara_dictionary_master_file.docx
కోస,/kōsa/,adj./n.,last; tip; edge,आखिरी; नोक,ఆకర్ పరిక్షామా బార పడో కోని.,telugu_banjara_dictionary_master_file.docx
కఁ,/kam/,v.,tell,कहना,కాఁయితిక ఁ.,telugu_banjara_dictionary_master_file.docx
ఖజ్జురా,/khajurā/,n.,date,खजूर,ఖజ్జురా ఖాదొ.,telugu_banjara_dictionary_master_file.docx
ఖజురి,/khajuri/,n.,palm fruit,खजूर का फल,ఖజురి మీట్.,telugu_banjara_dictionary_master_file.docx
ఖట్లో,/khatlo/,n.,problem; trouble,समस्या; मुश्किल,బాకి దినేజేతి రాస్ ఖట్లో వేరోచఁ.,telugu_banjara_dictionary_master_file.docx
ఖటిక్,/khatik/,n.,butcher,कसाई,ఖటిక్ గోర్లినఁ కాటచఁ.,telugu_banjara_dictionary_master_file.docx
ఖడ్,/khad/,n.,grass,घास,ఖడ్ కాట్.,telugu_banjara_dictionary_master_file.docx
ఖడ్క,/khadka/,n.,iron chain/latch,किवाड की जंजीर,కిడికీర్ ఖడ్క ఘాల్.,telugu_banjara_dictionary_master_file.docx
ఖడ్ఘాల్,/khadghāl/,v.,feed grass,चारा डालना,...,telugu_banjara_dictionary_master_file.docx
ఖత్రా,/khatrā/,n.,danger; hazard,खतरा,ఊ ఖత్రామా ఛుఁ.,telugu_banjara_dictionary_master_file.docx
ఖంద్యం,/khandkam/,n.,trench,खंदक; खाई,...,telugu_banjara_dictionary_master_file.docx
ఖనిజం,/khanijam/,n.,mineral,खनिज,...,telugu_banjara_dictionary_master_file.docx
ఖప్తి,/khapti/,n.,steps,सीढी,ఖప్తి ఊంచఁ బ్యాస్.,telugu_banjara_dictionary_master_file.docx
ఖబర్,/khabar/,n.,news; matter,सूचना; समाचार,ఖోజ్ మాలంకర్.,telugu_banjara_dictionary_master_file.docx
ఖబ్జా,/khabjā/,v.,occupy,आक्रमण; कब्जा,...,telugu_banjara_dictionary_master_file.docx
ఖమ్ లం,/kham lam/,v.,endure; bear,सहना,తార్ పెటేమా దూక్రోజకో ఖమ్ లం.,telugu_banjara_dictionary_master_file.docx
ఖండ్,/khand/,n.,continent,खंड,హమార్ ఆసియా ఖండ్.,telugu_banjara_dictionary_master_file.docx
